customer_tweet_id,customer_text,customer_author_id,brand_tweet_id,brand_text,heuristic_intent,golden_intent,golden_action,human_intent,human_action,reviewed
2843800,"@AmazonHelp Buenas, en un pedido que me ha llegado hoy me faltan unos tornillos y me sobran otros de menor tamaño, además la parte donde venían los tornillos ya venia abierta y todos los tornillos sueltos por el paquete, me gustaría saber si podria obtener los tornillos faltan",791128,2843798,"@791128 Hola, lamentamos los inconvenientes con tu producto. Podrías indicarnos por favor  ¿en cuál de nuestros sitios web has realizado la compra? Además ¿este producto fue vendido o gestionado por Amazon o vendido y enviado por un vendedor externo? ^MZ",General Support,Product/Device,auto-handle,,,True
437379,@115821 after escalation for not delivering on time...They made it further delayed 👹  Truly international☠️ https://t.co/haZrRXQ7gA,218247,437377,"@218247 As requested earlier, please respond to the email that was sent to from us. We apologize for the delay in delivery. ^JC",Shipping,Shipping,escalate,,,True
492249,"@AmazonHelp No... contacto com amazon que es quién gestiona la distribución y es donde lo compré, si les parece hago yo también su trabajo, no creen? Lo que tengo muy claro es que cobrar la cuota PRIME la cobran en su día, y luego incumplen el contrato como les da las gana.",232321,492250,"@232321 John, te recomendamos entrar en contacto con nuestros colegas de Servicio al Cliente para que te ayuden con una respuesta concreta a tu duda, puedes ingresar en el siguiente enlace: https://t.co/OjvUxwnzPe. ^AG",Account/Billing,Account/Billing,escalate,,,True
96821,@116316 - hört auf mit Hermes zu versenden oder spart euch gleich Prime. Setzt auf vernünftige Versender ☝️,137132,96820,@137132 Oje :(  Hast du deine Ware nicht oder verspätet erhalten? ^BL,Account/Billing,Shipping,auto-handle,,,True
1455294,@AmazonHelp Then has cheek to list it as delivered to resident.,457773,1455293,"@457773 I'm sorry if we let you down! When you have a moment, we would love to document your experience: https://t.co/JzP7hlA23B ^DD",General Support,Shipping,escalate,,,True
1441437,@AmazonHelp I received refund. Thanks,406983,1441438,@406983 Happy to help you in resolving your issue. Keep us posted if you need any further assistance. ^SC,Refund/Return,Refund/Return,auto-handle,,,True
281398,@115850 worst service Amazon pay balance not refunded even after 24 hours promised period #never buy again,183044,281396,"@183044 I'm sorry for the miss, are you referring to refund of Amazon pay balance to your bank account? ^MJ",Refund/Return,Refund/Return,escalate,,,True
2162430,@AmazonHelp It's gonna be delivery today if not then it directly goes to monday... sort it out today. I want it,206718,2162431,@206718 We've received your details. I request you to please wait for the correspondence from our team. Appreciate your patience.^SF,Shipping,Shipping,auto-handle,,,True
765782,No point to @115830 when the carrier repeatedly claims to attempt delivery without visiting the address.,303013,765780,"@303013 Hello, sorry to hear that you are having problems with this particular parcel. Who is the carrier assigned and what is the latest tracking information?  You can check here: https://t.co/aaDyEz1VgE ^CR",Shipping,Shipping,escalate,,,True
136850,@AmazonHelp hello I have ordered an 32 GB sd card from you guys.. but you delivered an defective product.. I want to return it.. you guys were asking for a replacement which I don't to..  please refund me the amount https://t.co/w0V2KGNJM3,146868,136848,@146868 I'm sorry that you received a defective item. Please note that we only have a replacement policy for SD cards. You refer to the link for more information: https://t.co/gYYDFKUNPY. Appreciate your understanding. ^AM,Refund/Return,Refund/Return,auto-handle,,,True
609502,@AmazonHelp I've received an email to say you've tried but failed to deliver a parcel to me today. Can you tell me why this has happened?,264891,609500,@264891 Hi Deanna! I do not have access to your account via twitter. Please reach out  to us here: https://t.co/JzP7hlA23B for more information. Thank you. ^AP,Product/Device,Shipping,auto-handle,,,True
1211205,@115821 disgusting you charge amazon prime despite cancellation. My wife had same issue two year back. Scammers. #Amazon #amazonprime,404284,1211202,@404284 I'm sorry to hear that. Have you contacted us by phone/chat to investigate this already? ^DC,Account/Billing,Account/Billing,escalate,,,True
1610378,"Acabo de usar @116928 Pay por primera vez. Si consiguen más comercios que lo soporten, empiezo a ver la preocupación de los bancos.",494350,1610376,"@494350 Hola Asier, ¿qué te ha parecido este servicio? ^VL",Account/Billing,Account/Billing,auto-handle,,,True
1285483,"@AmazonHelp I ordered an item on Tuesday with next day delivery, but it’s still not arrived, help??",420688,1285481,@420688 What does the tracking information on the order show? You can view this information here: https://t.co/ijxJ9jCwr9 GR,Shipping,Shipping,auto-handle,,,True
1470357,Não sei vocês mas um dos meus passatempos preferidos é ficar passeado pelas categorias do Kindle Unlimited da @117086 só livros incríveis,123478,1470355,"@123478 Não dá para escolher só um eBook, não é? :3 ^CR",Product/Device,General Support,auto-handle,,,True
419643,"@AmazonHelp Here's my order no. 4__credit_card__. Two times defective product was delivered to me. Kindly refund my money in my bank A/c, not in wallet",215068,419646,"@215068 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MM",Refund/Return,Refund/Return,escalate,,,True
2922553,@AmazonHelp In bed sick. Checked tracking on item 2 arrive by 9p. See pic. 2 mean dogs. Not a sound 3rd problem with AMZL. Now they lie 2! 1 https://t.co/VrJJswg81S,808797,2922551,@808797 I'm so sorry for the trouble! I would like to have someone look at this directly with you. Please reach out to us here: https://t.co/xY3kroykkX ^LA,Shipping,Shipping,auto-handle,,,True
1356311,I've called @AmazonHelp FIVE times for missing package.  My refund is always delayed.  The investigation on my missing items never ends!,436245,1356309,"@436245 ""Oh no, we'd like to help! Who's the carrier for this item? Quickly check using this link: https://t.co/Y5jpI9gRhE ^CH",Shipping,Refund/Return,escalate,,,True
62299,@AmazonHelp It’s now 8:03. I’ve yet to see the packages that were promised by 8. The gps tracking says there is one delivery before mine. I️ LIVE LESS THAN 10 MILES FROM THE WAREHOUSE. Can I️ just pick them up there next time,130272,62296,@130272 I'm sorry for this delay. Most late orders arrive the following business day. Please keep us updated on the delivery. We want to ensure it arrives. ^RR,Shipping,Shipping,escalate,,,True
876988,@AmazonHelp i need to speak to some1 on phone because i need a return form sent to me by mail...don't have a printer. can u give me a link?,328200,876986,@328200 Thanks for reaching out to us about your return. We're happy to help here: https://t.co/hApLpMlfHN ^RA,Refund/Return,Refund/Return,escalate,,,True
1511948,"@AmazonHelp 1/2 this is what happens when i click the link, and i open the first msg https://t.co/7xiy3AJ7LV",470930,1511947,@470930 Thanks for writing back to us. We will be working on your issue and shall reach out at the earliest. ^MN,Product/Device,General Support,escalate,,,True
1433084,@AmazonHelp Question is when?? My entire festival delight has been blown up!! Be responsive and accountable.need a call back!,442180,1433083,@442180 I understand waiting could be tiresome. Request you wait and our team will get back to you soon. ^MM,Account/Billing,Shipping,escalate,,,True
2103406,"@115823 
Added money Rs. 459 to my account against mob: 9664042501 but not added to my account",621052,2103405,@621052 Please don't provide your contact details on twitter. Our page is visible to the public. 2/2 ^BV,Account/Billing,Account/Billing,auto-handle,,,True
180054,@AmazonHelp @AmazonHelp i already replied long back,158376,180052,"@158376 If you have shared the details, you should've received an email. You can check the inbox here: https://t.co/deS2TU9Xfp ^MS",General Support,General Support,escalate,,,True
2974828,"@AmazonHelp It seems they’ve either lost it, returned it, or can’t even dig themselves out to get to it. I’m done with this. I paid for Amazon Prime for sake of ease &amp; this has eaten hours of my time.",386777,2974827,"@386777 Oh no! I'm so sorry to hear this is happening. Have you been in contact with us regarding this yet? If so, what options were offered? ^AY",Account/Billing,Shipping,escalate,,,True
77558,Ich weiß nicht ob ich das wirklich will 😂 bekomme schon genug auf dem Smartphone. Benachrichtigungen für Alexa-Skills kommen https://t.co/pYp71Vyg95 #TechNews #Alexa #Amazon #AmazonEcho https://t.co/Awbai0LDOp,133280,77557,@133280 Im Wissen immer vorn mitdabei ;) ^AW,Product/Device,Product/Device,auto-handle,,,True
2824758,@AmazonHelp what sort of Amazon prime membership is this when you have to wait for 3 days for a next day delivery 😈,147131,2824756,@147131 Sorry to hear that. Can I ask what the original delivery date provided on your confirmation email was?^TI,Shipping,Shipping,auto-handle,,,True
673200,@AmazonHelp i’m not getting the option for a @132338 app https://t.co/6nBtHxZW50,280574,673201,"@280574 Apologies, Mark. Please get in touch with us here:  https://t.co/JzP7hlA23B We'll be glad to help!^CN",Product/Device,Product/Device,auto-handle,,,True
989770,"@AmazonHelp hello, I am trying to cancel an order but the page is refusing to load. I’ve tried several browsers but still no luck",354466,989769,"@354466 Hmm, that is rather odd! Have you tried canceling the order via the Amazon app? ^KI",Refund/Return,Refund/Return,auto-handle,,,True
2888281,"@117086, obrigada por parar de entregar em caixa postal e só me avisar DEPOIS de concluídos os pedidos. E só pq eu estranhei a demora e questionei... 😡",800875,2888279,"@800875 Olá Julyana, lamentamos muito o inconveniente. Lembra que você pode reportar esta experiência com nossos companheiros de Suporte ao Cliente. ^DA",General Support,Shipping,auto-handle,,,True
2305055,"@115833 Added Philips Hue bulbs to echo plus. All fine. Added hue hub to the mix and now Alexa app showing duplicate for each bulb.  Can not delete bulb in app, only disable. Alexa says more than one bulb with that name despite disabled. Need to be able to delete from app.",668787,2305737,@668787 Please give us a call here: https://t.co/hApLpMlfHN for real time troubleshooting! ^TR,Product/Device,Product/Device,auto-handle,,,True
1374047,@AmazonHelp @439817 The lady I spoke to on the phone is amazing thank you to her,256157,1374049,"@256157 Glad to hear it, thanks for the feedback. :) ^NV",General Support,General Support,auto-handle,,,True
495925,"Is it just me, or has @115821 Prime become less than Prime? I can’t remember the last time something actually made it to me in two days.",233288,495923,"@233288 Two-Days refers to the time it takes to arrive after it ships. Some items require additional processing time, we'll include that into the date given. Please let us know if we ever miss that date. ^LI",Account/Billing,Shipping,auto-handle,,,True
2950868,"@AmazonHelp Viel los bei euch was? Aber Mal was anderes, seit wann wird ein Artikel als Prime ausgeschrieben wenn er 2 Tage Lieferzeit hat? Muss Prime nicht innerhalb 24h beim Kunden sein? https://t.co/JnMbxcxWQ4",132139,2950869,"@132139 Prime bedeutet, dass der Artikel einen Tag nach Versand bei dir ankommt. Es gibt aber auch Ausnahmen, zum Beispiel: https://t.co/mIlgjvsdF0 Liebe Grüße ^TA",Account/Billing,Shipping,auto-handle,,,True
1034259,@AmazonHelp Yes! I have two smart TVs with my Amazon Prime Account set up on them and I haven’t been able to watch the show in a few months!,364676,1034263,@364676 Hi Dillion- Are you receiving any error message? ^NV,Account/Billing,Product/Device,auto-handle,,,True
1021048,@115850 ur #onlinedelivery guys r #shameless &amp; #cheaters #liers waiting for a delivery for a week and they still don't #deliver #shameful,361615,1021047,@361615 I'm sorry about the experience. Could you please elaborate your issue so that we can assist you accordingly? ^GD,Shipping,Shipping,auto-handle,,,True
1802911,"@AmazonHelp Also, would you please answer my question about how to avoid USPS.",161464,1802914,"@161464 I'm sorry, we don't have an option to select or block specific carriers. What info/options were we able to provide? ^MV",General Support,Shipping,auto-handle,,,True
1147874,@AmazonHelp is this real? Logged into my account and it says I’m not a prime member which would be right? https://t.co/I3kmoNx1v6,390141,1147873,@390141 Please don't provide any personal information with the link or by replying. More info in Help pg.: https://t.co/K5gKpILshg ^MG,Account/Billing,Account/Billing,auto-handle,,,True
2819193,@AmazonHelp Can you guide me how to set my personal pictures as screensaver on my Amazon fire stick?,785813,2819194,@785813 I understand your concern regarding Firestick. Please contact our support team here: https://t.co/FCiOB9HNus. We'll assist you further. ^JS,Product/Device,Product/Device,auto-handle,,,True
385106,@115850 your quality has lowered down these days. Got opened packet https://t.co/wpGoIat3cj,207180,385104,@207180 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,General Support,Product/Device,escalate,,,True
229064,@AmazonHelp Telling me to wait. I have waited more than a month. I wont anymore. I want my refund,170630,229065,"@170630 We've responded to your concern, kindly revert to the correspondence sent to your registered email ID and we'll update you.^EM",Refund/Return,Refund/Return,auto-handle,,,True
2825661,@AmazonHelp I've just updated my Twitter app on my Amazon Fire but still only have 140 characters. How do I get 280 or can't I?,250850,2825660,"@250850 Hey, Sandra. Have you tried uninstalling / reinstalling the app? This usually fixes intermittent issues. For further troubleshooting, please get in touch with our digital team - https://t.co/JzP7hlA23B Keep us posted. ^TP",Product/Device,Product/Device,escalate,,,True
1400660,@119356 ensures cashback (max. Rs 50) for first recharge of mobile when paid through Amazonpay and Rob people. Disappointed. @AmazonHelp,445668,1400659,@445668 Sorry for any inconvenience. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MP,Account/Billing,Account/Billing,escalate,,,True
249764,@AmazonHelp Can you provide resolution as it's not yet resolved. When i will get my money back.,175368,249766,@175368 Please check and respond to the email. ^NR 3/3,Refund/Return,Refund/Return,auto-handle,,,True
938017,@AmazonHelp Do you mean not on mobile? When I click that link it takes me to the app.,342344,938018,"@342344 Yes, not on mobile. Be sure to check your Online Music as well. ^DW",Product/Device,General Support,auto-handle,,,True
1389512,@AmazonHelp 2/2. I expect faster delivery from you ! i got so many invites after placing the order. Y do i choose to place an order early ??,182817,1389511,@182817 Hey! There might be a delay in procuring the stock. Kindly wait till the estimated date and it'd be delivered. ^AU,Shipping,Shipping,auto-handle,,,True
535003,@AmazonHelp The courier is lying 14 kms from my place..give me the contact details..I will get it myself,243936,535004,"@243936 We do not have the option for customers to pick up the package from warehouse. However, I see that we have received your details. Please give us some time to check and take necessary action. We will get back to you soon on this. Your patience is much appreciated. ^SP",General Support,Shipping,auto-handle,,,True
164822,"Thanks, @115830 ! You've just turned my super-excited 7yo into a very sad 7yo by screwing up #XBoxOne dvy - order &amp; #AmazonPrime cancelled",154203,164820,@154203 I'm very sorry we have disappointed you! We'd like to help! Could you tell us more details about what's going on? ^HM,Account/Billing,Account/Billing,escalate,,,True
2938269,"@AmazonHelp I’ve just messaged them now. I videoed me opening the parcel, will anyone need it? Really hope I get refunded!",812178,2938268,@812178 Please keep us updated! ^MW,Refund/Return,Refund/Return,auto-handle,,,True
2719394,Et sinon @120533 c'est normal une semaine de livraison au lieu d'un jour quand on est en #AmazonPrime ? Et oui j'ai déjà contacté le livreur et votre service client #Amazon ! Je suis assez déçus là ! https://t.co/LupBmCBpiH,763148,2719393,"@763148 Bonjour, quelle est la date estimée de livraison SVP ? ^SM",Account/Billing,Shipping,escalate,,,True
69774,"@AmazonHelp have emailed &amp; phoned regarding my recent order being cancelled and still no help, pls can someone look into it?",131806,69771,"@131806 Sorry to hear that, Ruby. Without revealing any personal information, can you tell me a bit more about the issue?^TI",Refund/Return,Refund/Return,escalate,,,True
529214,"@AmazonHelp It was delivered. Pushed through the letterbox. Further evidence that ""unable to deliver"" was a lie. Thanks to your refusal to believe me, that is probably my last Amazon order. Been cutting down anyway. No loss to me.",230698,529215,"@230698 Samantha, I hope you will give us another chance in the future to make it up to you! We're always looking for ways to improve so please feel free to share your feedback and concerns about the carrier here: https://t.co/J2jiGA1PjP either by email, chat or phone. ^FR",General Support,Shipping,escalate,,,True
1650926,amazonで娘のファーストシューズを買った！まだ靴に慣れてないから長い距離は歩けないけれど、外遊び楽しそうにしてくれて良かった😂 https://t.co/T0sCkEBZie,504211,1650924,"@504211 こんにちは、Amazonです♪
当サイトでファーストシューズをご購入いただけるなんて...なんとも光栄です！✨ 
気に入っていただけましたでしょうか...楽しそうに遊ぶ娘さんの姿に癒されます....!! (*´Д｀*)❤YM",General Support,General Support,auto-handle,,,True
2291345,@AmazonHelp Thank you,665500,2291346,@665500 You're very welcome :) ^TP,General Support,General Support,auto-handle,,,True
1083860,Fiz uma compra na @117086 e não consigo editar o meu pedido e estou meio impressionado que eles não tem um número de SAC,375669,1083857,"@375669 Olá V. Tavares! Para mais informações sobre como alterar um pedido, acesse: https://t.co/pw2Gb8b1Jd ^HC",General Support,Shipping,auto-handle,,,True
1433598,"@AmazonHelp straight up lied to by the logistics people, about whether they would be attempting redelivery, or what would be bundled together, etc.",452862,1433597,"@452862 Oh my, we'd like to have a specialist to look at this! Pls leave your info here &amp; we'll be in touch: https://t.co/770lpyctU6 ^KN",Shipping,Shipping,escalate,,,True
69885,@115850 Awaiting for my refund for the item I returned a week back !!! Raised a complained twice with amazon?? No action yet 😢 I paid for refund as well? Supplier is not responding? What is going on @115851,815528,2953735,@815528 We're sorry to know that you haven't received your refund. We'd like to take a closer look into this. Please share your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^SM,Refund/Return,Refund/Return,escalate,,,True
569149,@AmazonHelp 今しがた届きました。お騒がせしましたm(__)m,253559,569150,@253559 とんでもないことでございます。こちらこそ、ご迷惑をお掛けし申し訳ございませんでした。これからもhttps://t.co/st4oU5QbhPをどうぞよろしくお願いいたします。TN,General Support,Shipping,auto-handle,,,True
2503603,@115850  why am i being charged for deliveries above 599? Even my pin code is not in remote area? https://t.co/57TDnvDJht,714029,2503602,"@714029 If the order contains seller fulfilled items, then the delivery charges are incurred as per the sellers. However, you can check this further with our team here: https://t.co/T6y6Xlutbs. ^VN",Account/Billing,Shipping,auto-handle,,,True
1336213,"@116928 Buenas tardes, si cancelo un pedido pero ya lo he pagado, cuanto tardáis en devolver el dinero?
Gracias de antemano, saludos.",431703,1336212,"@431703 Hola eric, buenas tardes.
Te invito a que verifiques las siguientes informaciones: https://t.co/380H7uC9Nu .

^Mariana B.",Refund/Return,Refund/Return,auto-handle,,,True
2417867,"はい先生！
KindleはWi-Fiがないとダウンロード出来ませんか？",694793,2417865,@694793 容量の大きなKindleコンテンツは、Wi-Fiに接続しなければダウンロードできない場合があります。何卒ご了承ください。 EK,Product/Device,Product/Device,auto-handle,,,True
2712514,Kindleのタブレット(paperwhite)の操作性の良さにビックリしてます。 https://t.co/TFeYRCLlqu,761541,2712513,@761541 こんにちは、アマゾン公式です。Kindle Paperwhiteのご購入ありがとうございます。お気に召していただけたようで嬉しく思います。どうぞ末永く可愛がっていただければ幸いです。😊 ET,Product/Device,General Support,auto-handle,,,True
1270196,"@AmazonHelp Great, thanks, the operator sorted issue, time to put a pin on the firestick to stop this happening again 👍🏼",269384,1270198,"@269384 That's great, Wayne! I'm glad they were able to fix you up! Did they also share this: https://t.co/CU9hK8x0Y3 with you? ^FR",Product/Device,Product/Device,auto-handle,,,True
977698,@AmazonHelp The rep just apologized and assured me that this wouldn’t happen again but it has happened three times since I called a few wks ago.,351891,977699,@351891 What carrier was used for the other delayed orders? Did they get delayed in transit or before dispatch? ^JJ,Product/Device,General Support,escalate,,,True
1568924,"Ordered this HD BPL TV frm @115821 #Hyderabad unbelievable resolution. Awesome theater sound quality. Just too satisfactory😘😘😘
#HappyDiwali https://t.co/BfDSCW3aLM",185480,1568923,"@185480 Wow! Your Diwali just got better, Renuka. We're thrilled to hear this. 😉 ^RS",Product/Device,Product/Device,auto-handle,,,True
1114978,@115850 : why have you refunded less amount w.r.t. order amount? Order no : 407-8583670-0349966. Please respond,383107,1114977,@383107 it to be personal information. Our Twitter page is visible to the public. 3/3 ^AP,Refund/Return,Refund/Return,escalate,,,True
2198845,@415612 @153820 @115821 Yeah we think someone at the receiving station is pilfering the stuff that gets “lost”. Curiously never happens when i have stuff shipped to me by UPS or Fedex.,643152,2198839,"@643152 Are you currently having trouble with an order? If so, we'd like to help! Without providing any account or order details, can you tell us more about the siutation? ^MB",Product/Device,Shipping,escalate,,,True
2946943,.@115833 Alexa doesn’t know how to properly spell the word “friend”.,495981,2946942,@495981 Thanks for letting us know. I've submitted the information to the Alexa team for review. ^MG,Product/Device,Product/Device,auto-handle,,,True
1887791,@115850 very low grade service and return policy.plz do not buy anything from @115850 @115821,563030,1887789,@563030 That's some remark! Could you elaborate on what went wrong? ^JC,Refund/Return,Refund/Return,escalate,,,True
2499106,@116928 se ha vuelto a perder un pedido y @96949 niega tenero aunque figura en el tracking. Es la 2a vez que pasa esto y es un regalo. He solicitado retorno en vuestra web para un reintegro pero hay que mandar de vuelta un paquete que NO tengo. Estoy francamente harta,713054,2499105,@713054 Hola. Lamento mucho las molestias ocasionadas. ¿Has reportado la situación con nuestro departamento de Soporte al Cliente? ^DB,Shipping,Shipping,escalate,,,True
2855265,@AmazonHelp But you haven't packaged it in ANY packaging and as soon as I remove that sticker the box will be damaged. #useless,450458,2855267,@450458 We're always looking to improve. We'd appreciate your feedback. You can submit it here: https://t.co/fHjOwBi3QN ^JP,Shipping,Shipping,auto-handle,,,True
2576968,@AmazonHelp sons birthday tomorrow. Gift absent. Hardly the 1 day delivery I'm paying for or was advertised. 2/2,730687,2576967,"@730687 Oh no! I'm so sorry for the poor experience. What's the current tracking shown here: https://t.co/Y5jpI9gRhE, on the item that has yet to arrive.  ^AG",Shipping,Shipping,escalate,,,True
8513,"@115830 when you can't get my Prime order to me on time, what happens? I needed it on time! It's a gift! Your courier not up to the job?",117494,8512,"@117494 We're unable to view your account, but we'd like to help in real-time, via phone or chat here: https://t.co/JzP7hlA23B ^NN",Account/Billing,Shipping,auto-handle,,,True
78820,"@AmazonHelp Is it possible to give someone a gift from the Kindle store in the UK, and have it delivered to their device? Seems it's possible for US customers but not available here? You're losing money if this isn't possible!",133576,78818,"@133576 I am sorry, Rob. This feature is not available on our UK site. Hope this info helps!^SM",Product/Device,Product/Device,escalate,,,True
2390452,"@AmazonHelp Bonjour Commande N° 405-3471930-5092300 passé le 9 novembre qui devait être expédiée samedi, puis lundi, toujours pas expédiée alors que la livraison est prévue demain (livraison express Prime). Produit provenant hors de France/Belgique pourriez-vous vérifier SVP ?",636791,2390450,"@636791 Bonjour, pour des raisons de sécurité, veuillez supprimer le numéro de commande. 
Vu que la livraison est prévue pour demain, je vous invite à patienter. En cas de retard, veuillez le signaler à notre SAV via : https://t.co/hgIrz98cdI ^FA",Account/Billing,Shipping,auto-handle,,,True
943501,@AmazonHelp I have now.  Not impressed with @122232  service or communicator,343701,943503,@343701 Thank you very much for reporting this. Please don't hesitate to reach out to us if you run into further issues. ^GR,General Support,General Support,escalate,,,True
2821550,"Odio quando @120540 affida i miei pacchi alle poste, visto che i postini non sono mai puntuali ne precisi, usate i corrieri espress! #amazonitalia #sapevatelo #27novembre #poste @84290",786353,2821549,"@786353 Ciao, possiamo esserti utili? Devi ricevere un ordine e stai riscontrando delle anomalie nel servizio di consegna al tuo recapito? ^GD",General Support,Shipping,auto-handle,,,True
1213373,@124285 oder @116316 will mich doch verarschen 😒 da passiert einfach nichts mehr https://t.co/wtm7J9ETbf,404787,1213371,"@404787 Zugestellt wird heute noch ein Weilchen - evtl. kommt es heute noch. Wenn nicht, sag uns gerne Bescheid. Gruß ^NW",General Support,Shipping,auto-handle,,,True
765773,@115830 Ordered Black Friday Sale items (All Prime) yesterday but delivery isn’t till Monday??!! What part of Next Day Delivery for my #AmazonPrime that I pay for am I getting??!! Wanted Saturday delivery for a reason  #Disappointed,303010,765772,"@303010 I am sorry to hear this. We strive to offer you the best Black Friday Sales and Cyber Week Deals. During this time, deliveries may take slightly longer than usual. Please check the delivery date at checkout which provides our most accurate estimated delivery date.^GA",Shipping,Shipping,escalate,,,True
481616,@AmazonHelp Oui il a dit que sa devrait arriver aujourd'hui mais ....non,229475,481614,@229475 Quel est le transporteur qui prend en charge votre livraison s'il vous plaît? ^BR,Shipping,Shipping,auto-handle,,,True
1201952,@AmazonHelp Huhu ihr. Könnt ihr mir zufällig einen Link zu eurem „normalen“ Weihnachtskalender geben? Ich find immer nur den Beauty :( https://t.co/XunpQeIJJa,402405,1201950,@402405 Meinst du diesen hier: https://t.co/HGJAdz0V4V Falls nicht: Welchen genau meinst du? :) ^SK,General Support,Product/Device,auto-handle,,,True
982968,@AmazonHelp It's my office address which was probably closed today. The delivery person didn't call me to ask. I just need to know if it'll come tomo? https://t.co/YuuaWvJIad,353042,982971,@353042 You can connect with us here: https://t.co/TdDksLo6Mf and we'll look into it for you. ^MS,Shipping,Shipping,auto-handle,,,True
2724457,Seems @amazonhelp have managed to create a situation where I get told there will be a pickup for a return but no one actually comes and there’s no one to call. That’s some big holes in the customer experience eh?,358475,2724455,"@358475 Hi Dj, I'm so sorry to hear no one has collected your return yet! We'd like to look into what's going on with the return. If you wouldn't mind, please contact us via phone or chat here: https://t.co/JzP7hlA23B ^VF",Refund/Return,Refund/Return,escalate,,,True
2477480,I’m obsessed with Alexa on the amazon app and asking her to tell me a joke @115821,708132,2477479,@708132 We're glad to hear you're enjoying Alexa! 😊 ^TH,Product/Device,Product/Device,auto-handle,,,True
158770,When you’ve been dreaming of your @115821 package all week and it finally arrives.. #heartbroken https://t.co/rKC1siHvgg,152499,158769,"@152499 Oh no! I'm sorry for the missing item. We would like to look into this in real time. Please reach out to us, via phone or chat, here: https://t.co/hApLpMlfHN. ^AL",Shipping,Shipping,auto-handle,,,True
2338463,"@118919 @115850 ordrd last on Sat, under prime ac.Cald to resched, no info 4m ur end aftd dat.Hv bn calin ur cc, no resolution yet https://t.co/hSsKvmDdjI",676498,2338462,"@676498 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^GU",Account/Billing,Shipping,escalate,,,True
2176663,"@AmazonHelp Hey, it said within 12 hours but I didn't get a call or an email. Nothing. Thanks",638021,2230332,"@638021 Hi, sorry to hear that, normally we'd be back to you within 12business hours ^AS",General Support,General Support,auto-handle,,,True
230100,"@AmazonHelp Also had other deliveries from different carriers to the same address during that timeframe, and they were all succesful",170827,230101,"@170827 Sorry to hear that, please contact us here: https://t.co/2n73phHPtG so an agent can look into this further for you. ^JJ",General Support,Shipping,auto-handle,,,True
308548,@AmazonHelp Please fix your delivery service. I don't know how many chances I can give. 4th delay in 90 days. I can't wait until Wednesday.,189592,308547,"@189592 I'm sorry for the wait! Just to clarify, can you tell us who the carrier is: https://t.co/Y5jpI9gRhE? Are you seeing a trend? ^DW",Shipping,Shipping,escalate,,,True
2555187,"@117634 keep getting this come up on kindle fire kids. Internet is working, but kindle always disconnects https://t.co/ZwbtiqWM1a",434578,2555186,"@434578 I'm sorry for the trouble, Russ! Have you tried restarting the Kindle? Please give that a try, and let us know if it helps out. ^WJ",Product/Device,Product/Device,auto-handle,,,True
2401811,"@115830 Thanks for sending me a replacement Fire TV Remote and ofc, the gift for Jazz 🐶. She loves it! ❤ 10/10 Customer service! https://t.co/ft5gn0Evht",383160,2401810,@383160 Jazz is a 10/10 pupper! ❤️ I'm glad that we can be there for you and your snazzy pups! ^FD,Product/Device,General Support,auto-handle,,,True
2511793,@AmazonHelp F***ing dumb people i want product at my door step can’t u understand my simple world. F^^k off @115850 @115851,295979,2511794,@295979 We will not be able to confirm any order detail on social platform. Please reply to the emails for further assistance ^RW,General Support,Shipping,escalate,,,True
729685,@AmazonHelp But its showing the refund option and I don't want that I just want my order..,294765,729684,"@294765 Okay, please provide your details from the link here: https://t.co/VNUITkunAc and we ill assist accordingly. ^HR",Refund/Return,Shipping,auto-handle,,,True
1188570,"@115851 @7092 @AmazonHelp @135834 
Sir, i oderd apple iphone se 32gb frm amazone. But i got 1690/- rupees itel phone. Plz help me https://t.co/hjcyJFBJHZ",391219,1188568,@391219 Sorry for the situation. Please resubmit the details and we'll reach out to you with an update. ^KA,Product/Device,Product/Device,escalate,,,True
282227,@115850 @AmazonHelp What I ordered and what I received. 1 bottle is missing. Please check. Disappointing! https://t.co/abWpaBOOeW,183228,282226,@183228 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP,Product/Device,Shipping,auto-handle,,,True
694413,@115821 really delivered today by sending me my iphone charger a day early❤️❤️❤️,285583,694412,@285583 We do what we can! 😉📦 ^DA,Account/Billing,Shipping,auto-handle,,,True
2679229,"@AmazonHelp gostaria q isso fosse resolvido, pois compramos para uma sobrinha, e ela não recebe o kindle, pq?",624553,2679230,"@624553 Por gentileza Rosa, nos envie as informações pelo seguinte link: https://t.co/4CNOasF8Eg  ^JJ",Product/Device,Shipping,auto-handle,,,True
2832957,"@AmazonHelp Ooh that's not the problem, the problem is something else.",788415,2832955,@788415 Could you let us know your concern so that we could check and assist you accordingly? ^HS,General Support,General Support,escalate,,,True
2458380,@115850 order 408-7502407-4874710 Extra refund for unreturned item credited in AmazonPay wallet. Returned 2 items of 3 and refund received for all three items. Pls rectify,704092,2458379,@704092 provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH,Refund/Return,Refund/Return,auto-handle,,,True
